album_id,genre,artist_id,cover_path
0IAAy7IDTqdCpydFNKpulW,techno,3csPCeXsj2wezyvkRFzvmV,data/covers/techno/Orbital_0IAAy7IDTqdCpydFNKpulW.jpg
4J79cxsmRqZbI0BKmNFDy2,metal,0GDGKpJFhVpcjIGF8N6Ewt,data/covers/metal/Gojira_4J79cxsmRqZbI0BKmNFDy2.jpg
0VT3fAM04jB3nCR3rLuYCk,reggae,6qfKnsgz1CwyqA7lTdieRJ,data/covers/reggae/Third_World_0VT3fAM04jB3nCR3rLuYCk.jpg
4KzJG9VVC0zxlZrRqJTCvE,hiphop,7hJcb9fa4alzcOq3EaNPoG,data/covers/hiphop/Snoop_Dogg_4KzJG9VVC0zxlZrRqJTCvE.jpg
65X4N0kyi2BEk2YR0ndoAz,alternative_rock,6zvul52xwTWzilBZl6BUbT,data/covers/alternative_rock/Pixies_65X4N0kyi2BEk2YR0ndoAz.jpg
1oCU3XEcD1tALBijP2s6rU,classical,4Fw8f0YbjBs9suGEwInPJe,data/covers/classical/Heinrich_Schutz_1oCU3XEcD1tALBijP2s6rU.jpg
0FMCahFjaoqI2tnwljAfsj,metal,57ylwQTnFnIhJh4nu4rxCs,data/covers/metal/In_Flames_0FMCahFjaoqI2tnwljAfsj.jpg
4EYiaCimOb1Li1bnb7ppi6,alternative_rock,2DaxqgrOhkeH0fpeiQq2f4,data/covers/alternative_rock/Oasis_4EYiaCimOb1Li1bnb7ppi6.jpg
7b4ggFp9Fue3m5V8RiQpEg,classical,7ie36YytMoKtPiL7tUvmoE,data/covers/classical/Dmitri_Shostakovich_7b4ggFp9Fue3m5V8RiQpEg.jpg
7btVAQanOFqtRyLdvN0DJn,alternative_rock,6RZUqkomCmb8zCRqc9eznB,data/covers/alternative_rock/Placebo_7btVAQanOFqtRyLdvN0DJn.jpg
6wJmGkRnXiWqhjJmBwUbFe,metal,7954VFaZClkL503srfV5PE,data/covers/metal/Running_Wild_6wJmGkRnXiWqhjJmBwUbFe.jpg
0F4ob5tWXCsooq9qO2w2M3,metal,1DFr97A9HnbV3SKTJFu62M,data/covers/metal/Motorhead_0F4ob5tWXCsooq9qO2w2M3.jpg
3hy49YlLtUfF4rc6GRsZsv,techno,5TQaBSTOSypp7S4jfSnN3F,data/covers/techno/Sven_Vath_3hy49YlLtUfF4rc6GRsZsv.jpg
1yYaCS2P8FOUFU9PAwwrC3,country,5W5bDNCqJ1jbCgTxDD0Cb3,data/covers/country/Willie_Nelson_1yYaCS2P8FOUFU9PAwwrC3.jpg
3gEGOwrpJiE3xH0sGchVpp,jazz,5V0MlUE1Bft0mbLlND7FJz,data/covers/jazz/Ella_Fitzgerald_3gEGOwrpJiE3xH0sGchVpp.jpg
6eofEKbK0VkBVnwpswXjxV,classical,4LXxsm5BF85PWnQ1dUDAze,data/covers/classical/Carl_Orff_6eofEKbK0VkBVnwpswXjxV.jpg
1jCiSdR5gLnUuhiBadG2ln,country,2ptmyXoL7poH6Zq62h1QT9,data/covers/country/Merle_Haggard_1jCiSdR5gLnUuhiBadG2ln.jpg
33c7lqBSgzu6rGmSOe4pgI,metal,1IQ2e1buppatiN1bxUVkrk,data/covers/metal/Slayer_33c7lqBSgzu6rGmSOe4pgI.jpg
60g26elZ1WbA4abG7HvLo7,house,73A3bLnfnz5BoQjb4gNCga,data/covers/house/Bicep_60g26elZ1WbA4abG7HvLo7.jpg
5T5NM01392dvvd4EhGrCnj,alternative_rock,4pejUc4iciQfgdX6OKulQn,data/covers/alternative_rock/Queens_of_the_Stone_Age_5T5NM01392dvvd4EhGrCnj.jpg
4oFADrmxO9OgtG4JYGKyWb,techno,3csPCeXsj2wezyvkRFzvmV,data/covers/techno/Orbital_4oFADrmxO9OgtG4JYGKyWb.jpg
0VEFy5MsBiq0u2lWL0OwOd,alternative_rock,6Ghvu1VvMGScGpOUJBAHNH,data/covers/alternative_rock/Deftones_0VEFy5MsBiq0u2lWL0OwOd.jpg
0PL69l8GUQGSUo5O3rdth7,jazz,5RzjqfPS0Bu4bUMkyNNDpn,data/covers/jazz/Dizzy_Gillespie_0PL69l8GUQGSUo5O3rdth7.jpg
2Q8b957xMjFsFk6PpHfS1O,alternative_rock,5UqTO8smerMvxHYA5xsXb6,data/covers/alternative_rock/Sonic_Youth_2Q8b957xMjFsFk6PpHfS1O.jpg
3bu4WAEITAdnuvAuEmAfrk,techno,2zJJIWKT0LiwdxcwW9RajQ,data/covers/techno/Dax_J_3bu4WAEITAdnuvAuEmAfrk.jpg
6B45HOlYdqBquDWQt0yuAC,house,159cwGtgCzNpyHWY6tzihH,data/covers/house/Milk_and_Sugar_6B45HOlYdqBquDWQt0yuAC.jpg
09FO1gHwgtZn6HOePMLWsr,house,3hwmrS8MSceZwnZYvZFf97,data/covers/house/Move_D_09FO1gHwgtZn6HOePMLWsr.jpg
4G6CaviHBh8uqeKlWvBz6B,reggae,5WcGRaGsl0b9sul7jVdDgc,data/covers/reggae/Don_Carlos_4G6CaviHBh8uqeKlWvBz6B.jpg
0tcLKzf5Rudm66ApoNKpGm,metal,6JW8wliOEwaDZ231ZY7cf4,data/covers/metal/Sepultura_0tcLKzf5Rudm66ApoNKpGm.jpg
7lxHnls3yQNl8B9bILmHj7,country,4YLtscXsxbVgi031ovDDdh,data/covers/country/Chris_Stapleton_7lxHnls3yQNl8B9bILmHj7.jpg
2t8DURavi2zJo21Zn2Qqqh,jazz,63ZJSdxmTX5wWRMoS1C5ph,data/covers/jazz/Joachim_Kuhn_2t8DURavi2zJo21Zn2Qqqh.jpg
0C0Vs4XobImmqpr6kIasde,hiphop,55Aa2cqylxrFIXC767Z865,data/covers/hiphop/Lil_Wayne_0C0Vs4XobImmqpr6kIasde.jpg
4ZTcGoOrNro2aCAStXEjZi,indie_rock,4LG4Bs1Gadht7TCrMytQUO,data/covers/indie_rock/The_Shins_4ZTcGoOrNro2aCAStXEjZi.jpg
4iJyGZY78IklThzV0jOFR5,alternative_rock,5xUf6j4upBrXZPg6AI4MRK,data/covers/alternative_rock/Soundgarden_4iJyGZY78IklThzV0jOFR5.jpg
5971dUyMLcsZa7IBioI7lP,house,4oLeXFyACqeem2VImYeBFe,data/covers/house/Fred_again_5971dUyMLcsZa7IBioI7lP.jpg
3hq11SFFr5N1GiPUkx4xWZ,jazz,3kUKwTJdH8FuWzF8p6Dg9E,data/covers/jazz/Dave_Brubeck_3hq11SFFr5N1GiPUkx4xWZ.jpg
0wFZc2VNIrdZ36ArtG215T,jazz,4PDpGtF16XpqvXxsrFwQnN,data/covers/jazz/Thelonious_Monk_0wFZc2VNIrdZ36ArtG215T.jpg
1IwWcySO6hKQ8dsFVtJfz4,country,5vngPClqofybhPERIqQMYd,data/covers/country/George_Strait_1IwWcySO6hKQ8dsFVtJfz4.jpg
0OOjsSNzKmfzo1j6Z82PNG,house,4mncDFjVLUa3s025Tct3Ry,data/covers/house/Claptone_0OOjsSNzKmfzo1j6Z82PNG.jpg
1U5slaOntcJNUCYvRLOvZO,reggae,3VV18HyGcfLTqNjSjbROA1,data/covers/reggae/Morgan_Heritage_1U5slaOntcJNUCYvRLOvZO.jpg
2Ntry8W6ww31qU0WppsD3a,country,4tw2Lmn9tTPUv7Gy7mVPI4,data/covers/country/Kenny_Rogers_2Ntry8W6ww31qU0WppsD3a.jpg
0um6RKG9p46czmye5nNklI,country,4xFUf1FHVy696Q1JQZMTRj,data/covers/country/Carrie_Underwood_0um6RKG9p46czmye5nNklI.jpg
7sEY94y1wQACVwMgeE62hd,metal,14pVkFUHDL207LzLHtSA18,data/covers/metal/Pantera_7sEY94y1wQACVwMgeE62hd.jpg
3F6RvxPvFpVmClnpYKensf,indie_rock,3XHO7cRUPCLOr6jwp8vsx5,data/covers/indie_rock/Alt-J_3F6RvxPvFpVmClnpYKensf.jpg
58HJaV7TTJcNOsXQEw5rOD,metal,14pVkFUHDL207LzLHtSA18,data/covers/metal/Pantera_58HJaV7TTJcNOsXQEw5rOD.jpg
03v6rfLHA0T383l6yUxMpe,jazz,4PDpGtF16XpqvXxsrFwQnN,data/covers/jazz/Thelonious_Monk_03v6rfLHA0T383l6yUxMpe.jpg
5n192ghquuwEFORZEtNyLg,techno,1PXHzxRDiLnjqNrRn2Xbsa,data/covers/techno/Underworld_5n192ghquuwEFORZEtNyLg.jpg
3ki4l5EPjggXrCv5orIed3,house,0RBnTX5xoVa1bDYt9Qbies,data/covers/house/Floorplan_3ki4l5EPjggXrCv5orIed3.jpg
6w3r74Xeo8op21Hi8sBfyI,jazz,7G1GBhoKtEPnP86X2PvEYO,data/covers/jazz/Nina_Simone_6w3r74Xeo8op21Hi8sBfyI.jpg
43goi7G5yXOoI7bLaowtpy,alternative_rock,4KWTAlx2RvbpseOGMEmROg,data/covers/alternative_rock/REM_43goi7G5yXOoI7bLaowtpy.jpg
2XnWFByM2PbMrMomxdbVzT,metal,5M52tdBnJaKSvOpJGz8mfZ,data/covers/metal/Black_Sabbath_2XnWFByM2PbMrMomxdbVzT.jpg
7lMs8PyOHkAMQd7Zzkmtyv,techno,19SmlbABtI4bXz864MLqOS,data/covers/techno/Carl_Cox_7lMs8PyOHkAMQd7Zzkmtyv.jpg
6TVWu9ENCNIWOEZ7oJi5GQ,jazz,4Ww5mwS7BWYjoZTUIrMHfC,data/covers/jazz/Charlie_Parker_6TVWu9ENCNIWOEZ7oJi5GQ.jpg
6tY8AKZdzFXhbRPbR0gB1K,techno,4mtHSXwIHihO6MWNq5Qoko,data/covers/techno/Squarepusher_6tY8AKZdzFXhbRPbR0gB1K.jpg
14HXTgGZdoukZIb0YlB0iK,classical,4kHtgiRnpmFIV5Tm4BIs8l,data/covers/classical/Sergei_Prokofiev_14HXTgGZdoukZIb0YlB0iK.jpg
3GjjkSZj2zkZt6S2uj7lEs,metal,7jxJ25p0pPjk0MStloN6o6,data/covers/metal/Blind_Guardian_3GjjkSZj2zkZt6S2uj7lEs.jpg
7C64t7mbCspEuu0NcyD8wH,house,5wJK4kQAkVGjqM9x46KQOC,data/covers/house/Solomun_7C64t7mbCspEuu0NcyD8wH.jpg
2BEVdrJb3VVOssqOkbouM7,techno,5zovXI5By2gUhdr7EByjLa,data/covers/techno/Monkey_Safari_2BEVdrJb3VVOssqOkbouM7.jpg
7sN6lCgPf1rbZYmA3edMKv,house,0cmWgDlu9CwTgxPhf403hb,data/covers/house/Bonobo_7sN6lCgPf1rbZYmA3edMKv.jpg
3kjHLu1pL7tdY88GFwEkl6,hiphop,7dGJo4pcD2V6oG8kP0tJRR,data/covers/hiphop/Eminem_3kjHLu1pL7tdY88GFwEkl6.jpg
37z6C0yEkeOzbIYR17kRqg,house,6pohviZSNRueSX7uNu63ZX,data/covers/house/Moodymann_37z6C0yEkeOzbIYR17kRqg.jpg
4EnNuo8fG7dMoxMefbApRY,alternative_rock,7jy3rLJdDQY21OgRLCZ9sD,data/covers/alternative_rock/Foo_Fighters_4EnNuo8fG7dMoxMefbApRY.jpg
2LrXMpljGBLM4MIrTe8qzc,reggae,6QHu71f8LLeT8n0GzfbYFc,data/covers/reggae/Gregory_Isaacs_2LrXMpljGBLM4MIrTe8qzc.jpg
6Fd9edAlRVM07noCsGCEgY,alternative_rock,4KWTAlx2RvbpseOGMEmROg,data/covers/alternative_rock/REM_6Fd9edAlRVM07noCsGCEgY.jpg
2o6keTFEuj0hwU81ispf68,jazz,4F7Q5NV6h5TSwCainz8S5A,data/covers/jazz/Duke_Ellington_2o6keTFEuj0hwU81ispf68.jpg
2QTMMjc4u72JCt3lVRQxjy,country,5vngPClqofybhPERIqQMYd,data/covers/country/George_Strait_2QTMMjc4u72JCt3lVRQxjy.jpg
0P1hdnE62qqoPJZYIZSZn2,indie_rock,3WaJSfKnzc65VDgmj2zU8B,data/covers/indie_rock/Interpol_0P1hdnE62qqoPJZYIZSZn2.jpg
1IVa98im1RfxYp6qeOIg2B,alternative_rock,5xUf6j4upBrXZPg6AI4MRK,data/covers/alternative_rock/Soundgarden_1IVa98im1RfxYp6qeOIg2B.jpg
1Wuce8cKuOB75DTkoeiPSY,classical,2ANtgfhQkKpsW6EYSDqldz,data/covers/classical/Gustav_Mahler_1Wuce8cKuOB75DTkoeiPSY.jpg
52NaVc6LFCFKWofNwDnpMN,reggae,2QsynagSdAqZj3U9HgDzjD,data/covers/reggae/Bob_Marley_and_The_Wailers_52NaVc6LFCFKWofNwDnpMN.jpg
7nOJc1YadkdJXhI9n76LE5,jazz,7G1GBhoKtEPnP86X2PvEYO,data/covers/jazz/Nina_Simone_7nOJc1YadkdJXhI9n76LE5.jpg
3anT3sq943fma4yCM5FhvG,indie_rock,1hzfo8twXdOegF3xireCYs,data/covers/indie_rock/Milky_Chance_3anT3sq943fma4yCM5FhvG.jpg
6ICrBzsbHVluGHP8wGK4Y3,alternative_rock,6olE6TJLqED3rqDCT0FyPh,data/covers/alternative_rock/Nirvana_6ICrBzsbHVluGHP8wGK4Y3.jpg
4vRbGMTJN701hCtl3A3uv2,jazz,0kbYTNQb4Pb1rPbbaF0pT4,data/covers/jazz/Miles_Davis_4vRbGMTJN701hCtl3A3uv2.jpg
1HrMmB5useeZ0F5lHrMvl0,alternative_rock,4Z8W4fKeB5YxbusRsdQVPb,data/covers/alternative_rock/Radiohead_1HrMmB5useeZ0F5lHrMvl0.jpg
0pO6zNCvdKFiDiMMqD1vEn,reggae,0oea1hwGMfUxZbLxJc1XUN,data/covers/reggae/Peter_Tosh_0pO6zNCvdKFiDiMMqD1vEn.jpg
65BW4DrtGI0MgVkg1xDB3d,alternative_rock,5UqTO8smerMvxHYA5xsXb6,data/covers/alternative_rock/Sonic_Youth_65BW4DrtGI0MgVkg1xDB3d.jpg
5LbHbwejgZXRZAgzVAjkhj,alternative_rock,64tNsm6TnZe2zpcMVMOoHL,data/covers/alternative_rock/Alice_in_Chains_5LbHbwejgZXRZAgzVAjkhj.jpg
1gmWnG5TeRj91Tdm2lpEvJ,alternative_rock,6Ghvu1VvMGScGpOUJBAHNH,data/covers/alternative_rock/Deftones_1gmWnG5TeRj91Tdm2lpEvJ.jpg
3XbChOKBtsjQUHtrsYdYs0,country,6kACVPfCOnqzgfEF5ryl0x,data/covers/country/Johnny_Cash_3XbChOKBtsjQUHtrsYdYs0.jpg
6BKZ0V0j3QLAlYyWi5Lp2G,techno,19SmlbABtI4bXz864MLqOS,data/covers/techno/Carl_Cox_6BKZ0V0j3QLAlYyWi5Lp2G.jpg
3Qku7ETlem9cOMrFUar69v,metal,14pVkFUHDL207LzLHtSA18,data/covers/metal/Pantera_3Qku7ETlem9cOMrFUar69v.jpg
7C2NaXDMLdZvJFJkf6OIxe,indie_rock,4EVpmkEwrLYEg6jIsiPMIb,data/covers/indie_rock/Fleet_Foxes_7C2NaXDMLdZvJFJkf6OIxe.jpg
5mGJloHxjO2igmx9XJKAeJ,indie_rock,0SwO7SWeDHJijQ3XNS7xEE,data/covers/indie_rock/MGMT_5mGJloHxjO2igmx9XJKAeJ.jpg
2EDW8OhiHdB2UtE6PCAxZD,hiphop,7hJcb9fa4alzcOq3EaNPoG,data/covers/hiphop/Snoop_Dogg_2EDW8OhiHdB2UtE6PCAxZD.jpg
6ohX7moZZnF1FwYrli1OJ6,alternative_rock,6olE6TJLqED3rqDCT0FyPh,data/covers/alternative_rock/Nirvana_6ohX7moZZnF1FwYrli1OJ6.jpg
4IBQvwIbtDluogvDe2qpaB,alternative_rock,7jy3rLJdDQY21OgRLCZ9sD,data/covers/alternative_rock/Foo_Fighters_4IBQvwIbtDluogvDe2qpaB.jpg
3dxSpSP9H4mzq77wQjHl10,jazz,1YzCsTRb22dQkh9lghPIrp,data/covers/jazz/Billie_Holiday_3dxSpSP9H4mzq77wQjHl10.jpg
1PJtQrmYNraIeTjapfuYcf,metal,3JFsVIxOn7STeilPICkkB2,data/covers/metal/Lamb_of_God_1PJtQrmYNraIeTjapfuYcf.jpg
3BO3qnsrk0GfBjLO1tWJwg,alternative_rock,4KWTAlx2RvbpseOGMEmROg,data/covers/alternative_rock/REM_3BO3qnsrk0GfBjLO1tWJwg.jpg
6IVkf5av5jnraZpLPszoZR,metal,6mdiAmATAx73kdxrNrnlao,data/covers/metal/Iron_Maiden_6IVkf5av5jnraZpLPszoZR.jpg
6E1vIbtD1nOoiQb3YDpIX1,classical,459INk8vcC0ebEef82WjIK,data/covers/classical/Edward_Elgar_6E1vIbtD1nOoiQb3YDpIX1.jpg
5R3xR3mMILWA0spLsm4BPS,reggae,0oea1hwGMfUxZbLxJc1XUN,data/covers/reggae/Peter_Tosh_5R3xR3mMILWA0spLsm4BPS.jpg
